Invoice No.,Invoice Date,Invoice Total ($),Discount ($),Net Amount ($),Payment No,Payment Date,PO No.,RA No.,GST $,HST $,QST $
'RV002550687565,06/04/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'002550687565,'687565,-80.250,0.00,0.00
'INV-29617,06/04/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944038546,,76.25,0.00,0.00
'INV-29640,06/04/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944045905,,76.25,0.00,0.00
'ATF008943088607,06/04/2025,-179.620,0.00,-179.620,004 00032234342025,07/17/2025,'008943088607,'RA-19797270,0.00,0.00,0.00
'ATF008943146681,06/04/2025,-164.150,0.00,-164.150,004 00032234342025,07/17/2025,'008943146681,'RA-19768521,0.00,0.00,0.00
'ATF008943246732,06/04/2025,-164.910,0.00,-164.910,004 00032234342025,07/17/2025,'008943246732,'RA-19788709,0.00,0.00,0.00
'INV-29638,06/04/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944045676,,0.00,198.25,0.00
'INV-29647,06/04/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944046865,,0.00,198.25,0.00
'RV008941091463,06/03/2025,-2238.930,0.00,-2238.930,004 00032234342025,07/17/2025,'008941091463,'4003111538,-106.620,0.00,0.00
'INV-29590,06/03/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008944030632,,0.00,396.50,0.00
'INV-29574,06/03/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008944026890,,0.00,396.50,0.00
'INV-29580,06/03/2025,3507.50,0.00,3507.50,004 00032234342025,07/17/2025,'008944027566,,0.00,457.50,0.00
'FD002580845727,06/03/2025,-84.860,0.00,-84.860,004 00032234342025,07/17/2025,'002580845727,,-4.040,0.00,0.00
'RV002580845727,06/03/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'002580845727,'845727,-80.250,0.00,0.00
'INV-29588,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944030022,,76.25,0.00,0.00
'INV-29567,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944025968,,76.25,0.00,0.00
'INV-29559,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944024839,,76.25,0.00,0.00
'INV-29562,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944025327,,76.25,0.00,0.00
'INV-29576,06/03/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944027165,,0.00,198.25,0.00
'INV-29582,06/03/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944027856,,0.00,198.25,0.00
'INV-29587,06/03/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944029784,,0.00,198.25,0.00
'INV-29589,06/03/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944030533,,0.00,198.25,0.00
'INV-29592,06/03/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008944031974,,0.00,198.25,0.00
'INV-29593,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944032860,,76.25,0.00,0.00
'INV-29564,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944025485,,76.25,0.00,0.00
'INV-29571,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944026518,,76.25,0.00,0.00
'INV-29584,06/03/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944028322,,76.25,0.00,0.00
'INV-29502,06/02/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943988185,,76.25,0.00,0.00
'INV-29509,06/02/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943991521,,0.00,198.25,0.00
'INV-29517,06/02/2025,3202.50,0.00,3202.50,004 00032234342025,07/17/2025,'008944022230,,152.50,0.00,0.00
'FD000560511408,06/02/2025,-150.480,0.00,-150.480,004 00032234342025,07/17/2025,'000560511408,,-7.170,0.00,0.00
'INV-29495,06/02/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943987155,,76.25,0.00,0.00
'INV-29522,06/02/2025,3477.00,0.00,3477.00,004 00032234342025,07/17/2025,'008944023020,,0.00,427.00,0.00
'INV-29561,06/02/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008944025279,,76.25,0.00,0.00
'RV000560511408,06/02/2025,-2238.930,0.00,-2238.930,004 00032234342025,07/17/2025,'000560511408,'511408,-106.620,0.00,0.00
'INV-29479,05/30/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943982431,,76.25,0.00,0.00
'INV-29470,05/30/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943977814,,76.25,0.00,0.00
'INV-29468,05/30/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943977615,,0.00,198.25,0.00
'INV-29473,05/30/2025,2151.45,0.00,2151.45,004 00032234342025,07/17/2025,'008943978420,,102.45,0.00,0.00
'RV005240744955,05/30/2025,-1813.540,0.00,-1813.540,004 00032234342025,07/17/2025,'005240744955,'744955,0.00,-208.640,0.00
'INV-29443,05/29/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943966783,,76.25,0.00,0.00
'INV-29449,05/29/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943970530,,76.25,0.00,0.00
'INV-29448,05/29/2025,2151.45,0.00,2151.45,004 00032234342025,07/17/2025,'008943970365,,102.45,0.00,0.00
'RV012170403561,05/29/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'012170403561,'403561,-80.250,0.00,0.00
'INV-29399,05/28/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943956916,,76.25,0.00,0.00
'INV-29398,05/28/2025,1753.75,0.00,1753.75,004 00032234342025,07/17/2025,'008943954949,,0.00,228.75,0.00
'INV-29397,05/28/2025,2315.37,0.00,2315.37,004 00032234342025,07/17/2025,'008943954031,,0.00,266.37,0.00
'RV002550686013,05/28/2025,-3370.300,0.00,-3370.300,004 00032234342025,07/17/2025,'002550686013,'686013,-160.500,0.00,0.00
'RV000550790395,05/28/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'000550790395,'790395,-80.250,0.00,0.00
'RV000550788668,05/28/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'000550788668,'788668,-80.250,0.00,0.00
'INV-29392,05/28/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943953114,,76.25,0.00,0.00
'INV-29407,05/28/2025,1753.75,0.00,1753.75,004 00032234342025,07/17/2025,'008943960933,,0.00,228.75,0.00
'INV-29311,05/28/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008943905405,,0.00,396.50,0.00
'RV005430711889,05/27/2025,-1685.150,0.00,-1685.150,004 00032234342025,07/17/2025,'005430711889,'711889,-80.250,0.00,0.00
'RV005430711882,05/27/2025,-2238.930,0.00,-2238.930,004 00032234342025,07/17/2025,'005430711882,'711882,-106.620,0.00,0.00
'FD005430711882,05/27/2025,-34.450,0.00,-34.450,004 00032234342025,07/17/2025,'005430711882,,-1.640,0.00,0.00
'RV012130497535,05/27/2025,-2238.930,0.00,-2238.930,004 00032234342025,07/17/2025,'012130497535,'497535,-106.620,0.00,0.00
'FD005430711889,05/27/2025,-34.450,0.00,-34.450,004 00032234342025,07/17/2025,'005430711889,,-1.640,0.00,0.00
'INV-29385,05/27/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943951573,,76.25,0.00,0.00
'INV-29339,05/26/2025,2151.45,0.00,2151.45,004 00032234342025,07/17/2025,'008943937661,,102.45,0.00,0.00
'INV-29317,05/26/2025,2151.45,0.00,2151.45,004 00032234342025,07/17/2025,'008943914743,,102.45,0.00,0.00
'INV-29298,05/26/2025,2315.37,0.00,2315.37,004 00032234342025,07/17/2025,'008943896768,,0.00,266.37,0.00
'INV-29310,05/26/2025,2335.86,0.00,2335.86,004 00032234342025,07/17/2025,'008943904931,,0.00,286.86,0.00
'INV-29319,05/26/2025,4302.90,0.00,4302.90,004 00032234342025,07/17/2025,'008943925524,,204.90,0.00,0.00
'INV-29320,05/26/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943933221,,76.25,0.00,0.00
'INV-29293,05/26/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943895232,,76.25,0.00,0.00
'INV-29275,05/23/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943884331,,76.25,0.00,0.00
'FD005340673712,05/23/2025,-279.550,0.00,-279.550,004 00032234342025,07/17/2025,'005340673712,,-13.310,0.00,0.00
'FD002580842020,05/23/2025,-84.510,0.00,-84.510,004 00032234342025,07/17/2025,'002580842020,,-4.020,0.00,0.00
'RV005340673712,05/23/2025,-1685.150,0.00,-1685.150,004 00029434422025,05/27/2025,'005340673712,'673712,-80.250,0.00,0.00
'RV002580842020,05/23/2025,-1685.150,0.00,-1685.150,004 00029434422025,05/27/2025,'002580842020,'842020,-80.250,0.00,0.00
'INV-29262,05/23/2025,2151.45,0.00,2151.45,004 00032234342025,07/17/2025,'008943881984,,102.45,0.00,0.00
'RV012340399957,05/22/2025,-2238.930,0.00,-2238.930,004 00029434422025,05/27/2025,'012340399957,'"399957",-106.620,0.00,0.00
'INV-29199,05/22/2025,4302.90,0.00,4302.90,004 00032234342025,07/17/2025,'008943858366,,204.90,0.00,0.00
'FD005360318398,05/20/2025,-154.860,0.00,-154.860,004 00029434422025,05/27/2025,'005360318398,,-6.730,0.00,-13.440
'INV-29131,05/20/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943812006,,76.25,0.00,0.00
'INV-29147,05/20/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943838269,,76.25,0.00,0.00
'INV-29112,05/20/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943803697,,76.25,0.00,0.00
'INV-29149,05/20/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943845852,,76.25,0.00,0.00
'INV-29142,05/20/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943829217,,76.25,0.00,0.00
'INV-29120,05/20/2025,3202.50,0.00,3202.50,004 00032234342025,07/17/2025,'008943804885,,152.50,0.00,0.00
'RV008941083141,05/19/2025,-2238.930,0.00,-2238.930,004 00029061852025,05/20/2025,'008941083141,'4002946652,-106.620,0.00,0.00
'RV008941083140,05/19/2025,-2238.930,0.00,-2238.930,004 00029061852025,05/20/2025,'008941083140,'4003164172,-106.620,0.00,0.00
'INV-29091,05/16/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943798268,,0.00,198.25,0.00
'INV-29095,05/16/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943800879,,76.25,0.00,0.00
'RV005150447872,05/16/2025,-1685.150,0.00,-1685.150,004 00029037582025,05/19/2025,'005150447872,'447872,-80.250,0.00,0.00
'RV013160783839,05/16/2025,-1685.150,0.00,-1685.150,004 00029037582025,05/19/2025,'013160783839,'783839,-80.250,0.00,0.00
'INV-29054,05/15/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943786497,,76.25,0.00,0.00
'RV000540842327,05/14/2025,-2238.930,0.00,-2238.930,004 00029037582025,05/19/2025,'000540842327,'842327,-106.620,0.00,0.00
'INV-29016,05/14/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943774026,,76.25,0.00,0.00
'FD001530544978,05/14/2025,-83.810,0.00,-83.810,004 00029434422025,05/27/2025,'001530544978,,-3.990,0.00,0.00
'RV001530544978,05/14/2025,-1685.150,0.00,-1685.150,004 00029037582025,05/19/2025,'001530544978,'544978,-80.250,0.00,0.00
'RV005360318398,05/14/2025,-1685.150,0.00,-1685.150,004 00029037582025,05/19/2025,'005360318398,'318398,-80.250,0.00,0.00
'RV001620934937,05/14/2025,-2238.930,0.00,-2238.930,004 00029037582025,05/19/2025,'001620934937,'934937,-106.620,0.00,0.00
'INV-28982,05/13/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943762866,,76.25,0.00,0.00
'INV-28996,05/13/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008943769672,,0.00,396.50,0.00
'INV-28925,05/12/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943749193,,0.00,198.25,0.00
'RV012630855041,05/12/2025,-2238.930,0.00,-2238.930,004 00028704092025,05/13/2025,'012630855041,'855041,-106.620,0.00,0.00
'RV012630854615,05/12/2025,-2238.930,0.00,-2238.930,004 00028704092025,05/13/2025,'012630854615,'854615,-106.620,0.00,0.00
'INV-28924,05/12/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943745644,,76.25,0.00,0.00
'INV-28907,05/12/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943720953,,76.25,0.00,0.00
'INV-28926,05/12/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943749182,,76.25,0.00,0.00
'INV-28969,05/12/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943759524,,76.25,0.00,0.00
'INV-28870,05/09/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943707235,,76.25,0.00,0.00
'INV-28855,05/09/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008943703665,,0.00,396.50,0.00
'RV008941078876,05/09/2025,-1813.540,0.00,-1813.540,004 00028704092025,05/13/2025,'008941078876,'1078876,0.00,-208.640,0.00
'RV005480761215,05/09/2025,-2238.930,0.00,-2238.930,004 00028704092025,05/13/2025,'005480761215,'761215,-106.620,0.00,0.00
'RV013810493352,05/08/2025,-2238.930,0.00,-2238.930,004 00028704092025,05/13/2025,'013810493352,'493352,-106.620,0.00,0.00
'CSC050825,05/08/2025,-7580.0,0.00,-7580.0,004 00028704092025,05/13/2025,,,0.00,0.00,0.00
'INV-28801,05/07/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943681278,,76.25,0.00,0.00
'RV008941077800,05/07/2025,-2238.930,0.00,-2238.930,004 00028456972025,05/08/2025,'008941077800,'4003107178,-106.620,0.00,0.00
'RV008941077799,05/07/2025,-2238.930,0.00,-2238.930,004 00028456972025,05/08/2025,'008941077799,'4003079416,-106.620,0.00,0.00
'RV008941077797,05/07/2025,-1813.540,0.00,-1813.540,004 00028456972025,05/08/2025,'008941077797,'4003257353,0.00,-208.640,0.00
'RV008941077798,05/07/2025,-1813.540,0.00,-1813.540,004 00028456972025,05/08/2025,'008941077798,'8946295321,0.00,-208.640,0.00
'INV-28720,05/05/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943652446,,0.00,198.25,0.00
'INV-28724,05/05/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943659980,,76.25,0.00,0.00
'INV-28702,05/05/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943637861,,76.25,0.00,0.00
'RV005410668758,05/05/2025,-2238.930,0.00,-2238.930,004 00028305122025,05/06/2025,'005410668758,'668758,-106.620,0.00,0.00
'RV000550778457,05/03/2025,-1685.150,0.00,-1685.150,004 00028239902025,05/05/2025,'000550778457,'778457,-80.250,0.00,0.00
'INV-28632,05/02/2025,3202.50,0.00,3202.50,004 00032234342025,07/17/2025,'008943602346,,152.50,0.00,0.00
'RV002580833899,05/02/2025,-1685.150,0.00,-1685.150,004 00028239902025,05/05/2025,'002580833899,'833899,-80.250,0.00,0.00
'FD002580833899,05/02/2025,-85.010,0.00,-85.010,004 00028381582025,05/07/2025,'002580833899,,-4.050,0.00,0.00
'INV-28659,05/02/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943613142,,76.25,0.00,0.00
'RV010760627873,05/02/2025,-2238.930,0.00,-2238.930,004 00028239902025,05/05/2025,'010760627873,'627873,-106.620,0.00,0.00
'RV005300640199,05/02/2025,-2238.930,0.00,-2238.930,004 00028239902025,05/05/2025,'005300640199,'640199,-106.620,0.00,0.00
'RV002510729917,05/02/2025,-1685.150,0.00,-1685.150,004 00028239902025,05/05/2025,'002510729917,'729917,-80.250,0.00,0.00
'RV005410667699,05/01/2025,-4477.850,0.00,-4477.850,004 00028239902025,05/05/2025,'005410667699,'667699,-213.230,0.00,0.00
'RV005310944925,05/01/2025,-2238.930,0.00,-2238.930,004 00028239902025,05/05/2025,'005310944925,'944925,-106.620,0.00,0.00
'FD002510729917,05/01/2025,-85.160,0.00,-85.160,004 00028381582025,05/07/2025,'002510729917,,-4.060,0.00,0.00
'RV012170397912,05/01/2025,-2238.930,0.00,-2238.930,004 00028239902025,05/05/2025,'012170397912,'397912,-106.620,0.00,0.00
'RV011570493478,04/30/2025,-1685.150,0.00,-1685.150,004 00028053772025,05/01/2025,'011570493478,'493478,-80.250,0.00,0.00
'INV-28595,04/30/2025,3446.50,0.00,3446.50,004 00032234342025,07/17/2025,'008943586981,,0.00,396.50,0.00
'RV005430702242,04/29/2025,-1685.150,0.00,-1685.150,004 00027977882025,04/30/2025,'005430702242,'702242,-80.250,0.00,0.00
'RV008941072345,04/29/2025,-2238.930,0.00,-2238.930,004 00027977882025,04/30/2025,'008941072345,'4001769706,-106.620,0.00,0.00
'RV008941072344,04/29/2025,-2238.930,0.00,-2238.930,004 00027977882025,04/30/2025,'008941072344,'4002991892,-106.620,0.00,0.00
'RV005471123608,04/29/2025,-1685.150,0.00,-1685.150,004 00027977882025,04/30/2025,'005471123608,'1123608,-80.250,0.00,0.00
'RV015910290031,04/29/2025,-2238.930,0.00,-2238.930,004 00027977882025,04/30/2025,'015910290031,'290031,-106.620,0.00,0.00
'RV008941072346,04/29/2025,-2238.930,0.00,-2238.930,004 00027977882025,04/30/2025,'008941072346,'4003160705,-106.620,0.00,0.00
'RV005560451813,04/29/2025,-2238.930,0.00,-2238.930,004 00027977882025,04/30/2025,'005560451813,'451813,-106.620,0.00,0.00
'FD005430702242,04/29/2025,-170.310,0.00,-170.310,004 00028239902025,05/05/2025,'005430702242,,-8.110,0.00,0.00
'INV-28513,04/28/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943543852,,0.00,198.25,0.00
'INV-28503,04/28/2025,1723.25,0.00,1723.25,004 00032234342025,07/17/2025,'008943535183,,0.00,198.25,0.00
'INV-28525,04/28/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943562983,,76.25,0.00,0.00
'RV000510510416,04/25/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'000510510416,'510416,-106.620,0.00,0.00
'RV005400802361,04/25/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005400802361,'802361,-106.620,0.00,0.00
'RV012960456229,04/25/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'012960456229,'456229,-80.250,0.00,0.00
'INV-28495,04/25/2025,3202.50,0.00,3202.50,004 00032234342025,07/17/2025,'008943534011,,152.50,0.00,0.00
'RV013620636374,04/24/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'013620636374,'636374,-106.620,0.00,0.00
'RV005120476920,04/24/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'005120476920,'476920,-80.250,0.00,0.00
'FD005190579883,04/24/2025,-289.380,0.00,-289.380,004 00028704092025,05/13/2025,'005190579883,,-13.780,0.00,0.00
'RV011050641315,04/24/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'011050641315,'641315,-106.620,0.00,0.00
'INV-28455,04/24/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943514526,,76.25,0.00,0.00
'RV008941070268,04/24/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'008941070268,'1070628,-80.250,0.00,0.00
'INV-28427,04/23/2025,1601.25,0.00,1601.25,004 00032234342025,07/17/2025,'008943499220,,76.25,0.00,0.00
'RV012480564712,04/23/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'012480564712,'564712,-106.620,0.00,0.00
'RV005440580451,04/22/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005440580451,'580451,-106.620,0.00,0.00
'FD005440580451,04/22/2025,-85.070,0.00,-85.070,004 00027897332025,04/29/2025,'005440580451,,-4.050,0.00,0.00
'FD001600326415,04/22/2025,-138.020,0.00,-138.020,004 00027977882025,04/30/2025,'001600326415,,-6.570,0.00,0.00
'INV-28347,04/21/2025,1601.25,0.00,1601.25,004 00029434422025,05/27/2025,'008943449941,,76.25,0.00,0.00
'INV-28361,04/21/2025,1601.25,0.00,1601.25,004 00029434422025,05/27/2025,'008943474658,,76.25,0.00,0.00
'INV-28346,04/21/2025,1601.25,0.00,1601.25,004 00029434422025,05/27/2025,'008943447252,,76.25,0.00,0.00
'RV008941069355,04/21/2025,2238.93,0.00,2238.93,004 00017753032026,10/20/2025,'008941069355,'OAS,0.00,0.00,0.00
'RV008941069355,04/21/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941069355,'4003266275,-106.620,0.00,0.00
'INV-28356,04/21/2025,1601.25,0.00,1601.25,004 00029434422025,05/27/2025,'008943462340,,76.25,0.00,0.00
'RV008941069352,04/21/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941069352,'8943119876,-106.620,0.00,0.00
'RV008941069354,04/21/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941069354,'4003088607,-106.620,0.00,0.00
'RV008941069353,04/21/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941069353,'4003246732,-106.620,0.00,0.00
'FD001580303829,04/21/2025,-159.170,0.00,-159.170,004 00027897332025,04/29/2025,'001580303829,,-7.580,0.00,0.00
'INV-28312,04/17/2025,1601.25,0.00,1601.25,004 00029208812025,05/22/2025,'008943429124,,76.25,0.00,0.00
'RV005410664124,04/17/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'005410664124,'664124,-80.250,0.00,0.00
'RV001580303829,04/17/2025,-3924.080,0.00,-3924.080,004 00027897332025,04/29/2025,'001580303829,'303829,-186.870,0.00,0.00
'RV001600326415,04/17/2025,-4477.850,0.00,-4477.850,004 00027897332025,04/29/2025,'001600326415,'326415,-213.230,0.00,0.00
'INV-28310,04/17/2025,1753.75,0.00,1753.75,004 00029208812025,05/22/2025,'008943424686,,0.00,228.75,0.00
'RV005190579883,04/17/2025,-2430.830,0.00,-2430.830,004 00027897332025,04/29/2025,'005190579883,'579883,0.00,-298.520,0.00
'RV008941066450,04/17/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'008941066450,'1066450,-80.250,0.00,0.00
'RV002590789767,04/17/2025,-4477.850,0.00,-4477.850,004 00027897332025,04/29/2025,'002590789767,'789767,-213.230,0.00,0.00
'RV010900373096,04/17/2025,-1845.640,0.00,-1845.640,004 00027897332025,04/29/2025,'010900373096,'373096,0.00,-240.740,0.00
'RV005120475431,04/17/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005120475431,'475431,-106.620,0.00,0.00
'RV008941067099,04/16/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941067099,'8943244756,-106.620,0.00,0.00
'RV008941067101,04/16/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941067101,'4003303192,-106.620,0.00,0.00
'FD001560492191,04/16/2025,-208.470,0.00,-208.470,004 00027897332025,04/29/2025,'001560492191,,-9.930,0.00,0.00
'RV001560492191,04/16/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'001560492191,'492191,-80.250,0.00,0.00
'RV008941067100,04/16/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'008941067100,'8943146681,-106.620,0.00,0.00
'FD005440579324,04/15/2025,-85.790,0.00,-85.790,004 00027897332025,04/29/2025,'005440579324,,-4.090,0.00,0.00
'INV-28250,04/15/2025,2151.45,0.00,2151.45,004 00029061852025,05/20/2025,'008943404221,,102.45,0.00,0.00
'INV-28241,04/15/2025,2151.45,0.00,2151.45,004 00029061852025,05/20/2025,'008943401174,,102.45,0.00,0.00
'INV-28220,04/15/2025,2151.45,0.00,2151.45,004 00029061852025,05/20/2025,'008943398412,,102.45,0.00,0.00
'INV-28249,04/15/2025,2151.45,0.00,2151.45,004 00029061852025,05/20/2025,'008943403356,,102.45,0.00,0.00
'INV-28247,04/15/2025,2315.37,0.00,2315.37,004 00029061852025,05/20/2025,'008943403072,,0.00,266.37,0.00
'FD015780358415,04/15/2025,-65.380,0.00,-65.380,004 00027897332025,04/29/2025,'015780358415,,-3.110,0.00,0.00
'RV013620632192,04/15/2025,-1813.540,0.00,-1813.540,004 00027897332025,04/29/2025,'013620632192,'632192,0.00,-208.640,0.00
'RV005440579324,04/15/2025,-1685.150,0.00,-1685.150,004 00027897332025,04/29/2025,'005440579324,'579324,-80.250,0.00,0.00
'RV005921058026,04/15/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'005921058026,'1058026,-106.620,0.00,0.00
'INV-28219,04/15/2025,1601.25,0.00,1601.25,004 00029061852025,05/20/2025,'008943398363,,76.25,0.00,0.00
'INV-28245,04/15/2025,1601.25,0.00,1601.25,004 00029061852025,05/20/2025,'008943401784,,76.25,0.00,0.00
'RV015780358415,04/15/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'015780358415,'358415,-106.620,0.00,0.00
'FD002540264578,04/15/2025,-190.060,0.00,-190.060,004 00027897332025,04/29/2025,'002540264578,,-9.050,0.00,0.00
'INV-28174,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943372259,,102.45,0.00,0.00
'INV-28176,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943373862,,102.45,0.00,0.00
'INV-28217,04/14/2025,2315.37,0.00,2315.37,004 00029037582025,05/19/2025,'008943397585,,0.00,266.37,0.00
'INV-28165,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943362639,,76.25,0.00,0.00
'INV-28177,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943374293,,76.25,0.00,0.00
'INV-28183,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943381087,,76.25,0.00,0.00
'RV002540264578,04/14/2025,-2238.930,0.00,-2238.930,004 00027897332025,04/29/2025,'002540264578,'264578,-106.620,0.00,0.00
'INV-28201,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943395747,,102.45,0.00,0.00
'INV-28169,04/14/2025,1723.25,0.00,1723.25,004 00029037582025,05/19/2025,'008943364955,,0.00,198.25,0.00
'INV-28150,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943358832,,102.45,0.00,0.00
'INV-28125,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943349246,,102.45,0.00,0.00
'INV-28170,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943365176,,102.45,0.00,0.00
'INV-28139,04/14/2025,2151.45,0.00,2151.45,004 00029037582025,05/19/2025,'008943357115,,102.45,0.00,0.00
'INV-28184,04/14/2025,3202.50,0.00,3202.50,004 00029037582025,05/19/2025,'008943383822,,152.50,0.00,0.00
'INV-28186,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943386855,,76.25,0.00,0.00
'INV-28136,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943353024,,76.25,0.00,0.00
'INV-28171,04/14/2025,1601.25,0.00,1601.25,004 00029037582025,05/19/2025,'008943366678,,76.25,0.00,0.00
